doc_id,raw_text,cleaned_text,category
DOC_0294,"In <kmr4.1466.734160929@po.CWRU.edu> kmr4@po.CWRU.edu (Keith M. Ryan) writes:
     
>     ""Wait. You just said that humans are rarely reasonable. Doesn't that
>      contradict atheism, where everything is explained through logic and
>      reason? This is THE contradiction in atheism that proves it false.""
>           --- Bobby Mozumder proving the existence of Allah, #2

Does anybody have Bobby's post in which he said something like ""I don't
know why there are more men than women in islamic countries. Maybe it's
atheists killing the female children""? It's my personal favorite!",keith ryan writes wait said humans rarely reasonable contradict atheism everything explained logic reason contradiction atheism proves false bobby mozumder proving existence allah anybody bobby post said something like know men women islamic countries maybe atheists killing female children personal favorite,sci.med
DOC_0295,"Mark McCullough (mccullou@snake10.cs.wisc.edu) wrote:
: I heard about the arms sale to Saudi Arabia.  Now, how is it such a grave
: mistake to sell Saudi Arabia weapons?  Or are you claiming that we shouldn't
: sell any weapons to other countries?  Straightforward answer please.

Saudi Arabia is an oppressive regime that has been recently interfering
in the politcs of newly renunified Yemen, including assasinations and 
border incursions. It is entirely possible that they will soon invade.
Unluckily for Yemen it is not popular in the West as they managed to put
aside political differences during reunification and thus the West has
effectively lost one half (North?) as a client state.",mark mccullough wrote heard arms sale saudi arabia grave mistake sell saudi arabia weapons claiming sell weapons countries straightforward answer please saudi arabia oppressive regime recently interfering politcs newly renunified yemen including assasinations border incursions entirely possible soon invade unluckily yemen popular west managed put aside political differences reunification thus west effectively lost one half north client state,sci.med
DOC_0296,This is hell.  Hasn't anyone noticed?,hell anyone noticed,sci.med
DOC_0297,"In article <1993Apr15.150550.15347@ecsvax.uncecs.edu> ccreegan@ecsvax.uncecs.edu (Charles L. Creegan) writes:
>
>What about Kekule's infamous derivation of the idea of benzene rings
>from a daydream of snakes in the fire biting their tails?  Is this
>specific enough to count?  Certainly it turns up repeatedly in basic
>phil. of sci. texts as an example of the inventive component of
>hypothesizing. 

And has been rather thoroughly demolished as myth by Robert Scott Root-
Bernstein.  See his book, ""Discovering"".  Ring structures for benzene
had been proposed before Kekule', after him, and at the same time as him.
The current models do not resemble Kekule's.  Many of the predecessors
of Kekule's structure resemble the modern model more.

I don't think ""extra-scientific"" is a very useful phrase in a discussion
of the boundaries of science, except as a proposed definiens.  Extra-rational
is a better phrase.  In fact, there are quite a number of well-known cases
of extra-rational considerations driving science in a useful direction.

For example, Pasteur discovered that racemic acid was a mixture of
enantiomers (the origin of stereochemistry) partly because he liked a
friend's crank theory of chemical action.  The friend was wrong, but
Pasteur's discovery stood.  A prior investigator (Mitscherlich), looking
at the same phenomenon, had missed a crucial detail; presumably because he
lacked Pasteur's motivation to find something that distinguished racemic
acid from tartaric (now we say: d-tartaric) acid.

Again, Pasteur discovered the differential fermentation of enantiomers
(tartaric acid again) not because of some rational conviction, but because
he was trying to produce yeast that lived on l-tartaric acid.  His notebooks
contained fantasies of becoming the ""Newton of mirror-image life,"" which
he never admitted publically.

Perhaps the best example is the discovery that DNA carries genes.  Avery
started this work because of one of his students, and ardent Anglophile
and Francophobe Canadian, defended Fred Griffiths' discoveries in mice.
Most of Griffiths' critics were French, which decided the issue for the
student.  Avery told him to replicate Griffiths' work in vitro, which the
student eventually did, whereupon Avery was convinced and started the
research program which, in 15 or so years, produced the famous discovery
(Avery, MacLeod, and McCarty, JEM 1944).",article charles creegan writes kekule infamous derivation idea benzene rings daydream snakes fire biting tails specific enough count certainly turns repeatedly basic phil sci texts example inventive component hypothesizing rather thoroughly demolished myth robert scott root bernstein see book discovering ring structures benzene proposed kekule time current models resemble kekule many predecessors kekule structure resemble modern model think extra scientific useful phrase discussion boundaries science except proposed definiens extra rational better phrase fact quite number well known cases extra rational considerations driving science useful direction example pasteur discovered racemic acid mixture enantiomers origin stereochemistry partly liked friend crank theory chemical action friend wrong pasteur discovery stood prior investigator mitscherlich looking phenomenon missed crucial detail presumably lacked pasteur motivation find something distinguished racemic acid tartaric say tartaric acid pasteur discovered differential fermentation enantiomers tartaric acid rational conviction trying produce yeast lived tartaric acid notebooks contained fantasies becoming newton mirror image life never admitted publically perhaps best example discovery dna carries genes avery started work one students ardent anglophile francophobe canadian defended fred griffiths discoveries mice griffiths critics french decided issue student avery told replicate griffiths work vitro student eventually whereupon avery convinced started research program 15 years produced famous discovery avery macleod mccarty jem 1944,alt.atheism
DOC_0298,"In article <930404.111651.1K0.rusnews.w165w@mantis.co.uk>, mathew@mantis.co.uk (mathew) writes:
|> In article <1993Apr2.065230.18676@blaze.cs.jhu.edu>
|> arromdee@jyusenkyou.cs.jhu.edu (Ken Arromdee) writes:
|> >The ""automobile system"" kills non-driving passengers, not to mention
|> >pedestrians.  You need not drive or even use a car to be killed by one.
|> 
|> Indeed, and it kills far more than a system of public transport would.  I am
|> therefore entirely in favour of banning private cars and replacing them with
|> trains, buses, taxis, bicycles, and so on.

Seconded.   I cycle to work each day, and if we could just get
those damned cars and their cretinous drivers off the road, it
would be a lot more fun.",article mathew writes article ken arromdee writes automobile system kills non driving passengers mention pedestrians need drive even use car killed one indeed kills far system public transport would therefore entirely favour banning private cars replacing trains buses taxis bicycles seconded cycle work day get damned cars cretinous drivers road would lot fun,sci.med
DOC_0299,"The subject-line says it:  every time I run a fever, I get an amazing
rosy rash over my torso and arms.  Fortunately, it doesn't itch.

The rash  always comes on the day after the
fever breaks and no matter what the illness was:  cold, flu, whatever.
It started happening about four years ago after I moved to my current
town, although I don't know if that has anything to do with anything.

Severity and persistance of the rash seems to vary with the fever:
a severe or long-lasting fever brings a long-lasting rash.  A mild fever
seems to bring rashes that go away faster.  

Anybody know what might be causing this?  It's no more than an 
embarassment, but I'd be curious to know what's going on.  Am I carrying
some kind of fever-resistant bug that goes wild when fever knocks out
its competition?",subject line says every time run fever get amazing rosy rash torso arms fortunately itch rash always comes day fever breaks matter illness cold flu whatever started happening four years ago moved current town although know anything anything severity persistance rash seems vary fever severe long lasting fever brings long lasting rash mild fever seems bring rashes go away faster anybody know might causing embarassment would curious know going carrying kind fever resistant bug goes wild fever knocks competition,alt.atheism
DOC_0300,"In article <UfnYJ2a00VoqIT9VpA@andrew.cmu.edu> nm0w+@andrew.cmu.edu (Nanci Ann Miller) writes:
>jcopelan@nyx.cs.du.edu (The One and Only) writes:
>> Welcome.  I am the official keeper of the list of nicknames that people
>> are known by on alt.atheism (didn't know we had such a list, did you).
>> Your have been awarded the nickname of ""Buckminster.""  So the next time
>> you post an article, sign with your nickname like so:
>> Dave ""Buckminster"" Fuller.  Thanks again.
>> 
>> Jim ""Humor means never having to say you're sorry"" Copeland
>
>Of course, the list has to agree with the nickname laws laid down by the
>GIPU almost 2000 years ago (you know... the 9 of them that were written on
>the iron tablets that melted once and had to be reinscribed?).  Since I am
>a prophet of the GIPU I decree that you should post the whole list of
>nicknames for the frequent posters here!

If the first rule of humor is never having to say you're sorry then the 
second rule must be never having to explain yourself.  Few things are 
worse that a joke explained.  In spite of this, and because of requests
for me to post my list o' nicknames, I must admit that no such list
exists.  It was simply a plot device, along with me being the keeper
o' the list, to make the obvious play on the last name of Fuller and to
advance the idea that such a list should be made.

I assumed that the ol' timers would recognize it for what it is.  
Nevertheless, how about a list o' nicknames for alt.atheism posters?
If you think of a good one, just post it and see if others like it.
We could start with those posters who annoy us the most, like Bobby or
Bill.

Jim ""D'oh! I broke the second rule of humor"" Copeland",article nanci ann miller writes one writes welcome official keeper list nicknames people known alt atheism know list awarded nickname buckminster next time post article sign nickname like dave buckminster fuller thanks jim humor means never say sorry copeland course list agree nickname laws laid gipu almost 2000 years ago know written iron tablets melted reinscribed since prophet gipu decree post whole list nicknames frequent posters first rule humor never say sorry second rule must never explain things worse joke explained spite requests post list nicknames must admit list exists simply plot device along keeper list make obvious play last name fuller advance idea list made assumed ol timers would recognize nevertheless list nicknames alt atheism posters think good one post see others like start posters annoy us like bobby bill jim oh broke second rule humor copeland,sci.med
DOC_0301,"Steve Pope (spp@zabriskie.berkeley.edu) wrote:
: A woman once told me her doctor told her that I
: could catch, asymptomatically, her yeast infection
: from her, then give it back to her, causing
: a relapse.

: Probably bogus, but if not, it's another reason to use
: latex...

: Steve

It isn't bogus.  I had chronic vaginal yeast infections that would go away
with cream but reappear in about 2 weeks.  I had been on 3 rounds of
antibiotics for a resistant sinus infection and my husband had been on
amoxicillin also for a sinus infection.  After six months of this, I went
to a gynecologist who had me culture my husband seminal fluid.  After 7
days incubation he had quite a bit of yeast growth (it was confirmed by
the lab).  A round of Nizerol for him cleared both of us.",steve pope wrote woman told doctor told catch asymptomatically yeast infection give back causing relapse probably bogus another reason use latex steve bogus chronic vaginal yeast infections would go away cream reappear weeks rounds antibiotics resistant sinus infection husband amoxicillin also sinus infection six months went gynecologist culture husband seminal fluid days incubation quite bit yeast growth confirmed lab round nizerol cleared us,alt.atheism
DOC_0302,"dmn@kepler.unh.edu (...until kings become philosophers or philosophers become kings) writes:
>      Recently, RAs have been ordered (and none have resisted or cared about
> it apparently) to post a religious flyer entitled _The Soul Scroll: Thoughts
> on religion, spirituality, and matters of the soul_ on the inside of bathroom
> stall doors. (at my school, the University of New Hampshire) It is some sort
> of newsletter assembled by a Hall Director somewhere on campus. It poses a
> question about 'spirituality' each issue, and solicits responses to be 
> included in the next 'issue.' It's all pretty vague. I assume it's put out
> by a Christian, but they're very careful not to mention Jesus or the bible.
> I've heard someone defend it, saying ""Well it doesn't support any one religion.
> "" So what??? This is a STATE university, and as a strong supporter of the
> separation of church and state, I was enraged.
> 
>      What can I do about this?

It sounds to me like it's just SCREAMING OUT for parody.  Give a copy to your
friendly neighbourhood SubGenius preacher; with luck, he'll run it through the
mental mincer and hand you back an outrageously offensive and gut-bustingly
funny parody you can paste over the originals.

I can see it now:

                               The Stool Scroll
         Thoughts on Religion, Spirituality, and Matters of the Colon

                       (You can use this text to wipe)",kings become philosophers philosophers become kings writes recently ras ordered none resisted cared apparently post religious flyer entitled soul scroll thoughts religion spirituality matters soul inside bathroom stall doors school university new hampshire sort newsletter assembled hall director somewhere campus poses question ispirituality issue solicits responses included next issue pretty vague assume put christian careful mention jesus bible heard someone defend saying well support one religion state university strong supporter separation church state enraged can sounds like screaming parody give copy friendly neighbourhood subgenius preacher luck run mental mincer hand back outrageously offensive gut bustingly funny parody can paste originals can see stool scroll thoughts religion spirituality matters colon can use text wipe,sci.med
DOC_0303,"In article <16BB8D25C.I3150101@dbstu1.rz.tu-bs.de> I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau) writes:
#In article <1r3tqo$ook@horus.ap.mchp.sni.de>
#frank@D012S658.uucp (Frank O'Dwyer) writes:
# 
#>#>|>#>#Theism is strongly correlated with irrational belief in absolutes. Irrational
#>#>|>#>#belief in absolutes is strongly correlated with fanatism.
#>#
#>#(deletion)
#>#
#>#>|Theism is correlated with fanaticism. I have neither said that all fanatism
#>#>|is caused by theism nor that all theism leads to fanatism. The point is,
#>#>|theism increases the chance of becoming a fanatic. One could of course
#>#>|argue that would be fanatics tend towards theism (for example), but I just
#>#>|have to loook at the times in history when theism was the dominant ideology
#>#>|to invalidate that conclusion that that is the basic mechanism behind it.
#>#>
#>#>IMO, the influence of Stalin, or for that matter, Ayn Rand, invalidates your
#>#>assumption that theism is the factor to be considered.
#>#
#>#Bogus. I just said that theism is not the only factor for fanatism.
#>#The point is that theism is *a* factor.
#>
#>That's your claim; now back it up.  I consider your argument as useful
#>as the following:  Belief is strongly correlated with fanaticism.  Therefore
#>belief is *a* factor in fanaticism.  True, and utterly useless.  (Note, this
#>is *any* belief, not belief in Gods)
#>
# 
#Tiring to say the least. I have backed it up, read the first statement.

I have read it.  Conspicuous by its absence is any evidence or point.

# 
#The latter is the fallacy of the wrong analogy. Saying someone believes
#something is hardly an information about the person at all. Saying someone
#is a theist holds much more information. Further, the correlation between
#theists and fanatism is higher than that between belief at all and fanatism
#because of the special features of theistic belief.

Truth by blatant assertion.  Evidence?
# 
# 
#>#>Gullibility,
#>#>blind obedience to authority, lack of scepticism, and so on, are all more
#>#>reliable indicators.  And the really dangerous people - the sources of
#>#>fanaticism - are often none of these things.  They are cynical manipulators
#>#>of the gullible, who know precisely what they are doing.
#>#
#>#That's a claim you have to support. Please note that especially in the
#>#field of theism, the leaders believe what they say.
#>
#>If you believe that, you're incredibly naive.
#>
# 
#You, Frank O'Dwyer, are living in a dream world. I wonder if there is any
#base of discussion left after such a statement. As a matter of fact, I think
#you are ignorant of human nature. Even when one starts with something one does
#not believe, one gets easily fooled into actually believing what one says.
# 
#To give you the benefit of the doubt, prove your statement.

The onus of proof is on you, sunshine.  What makes you think that
theist leaders believe what they say?  Especially when they say
one thing and do another, or say one thing closely followed by its
opposite?  The practice is not restricted to theism, but it's there
for anyone to see.  It's almost an epidemic in this country.

Just for instance, if it is harder for a camel to pass thru' the eye
of a needle, why is the Catholic church such a wealthy land-owner?  Why
are there churches to the square inch in my country?
# 
#>#>Now, *some*
#>#>brands of theism, and more precisely *some* theists, do tend to fanaticism,
#>#>I grant you.  To tar all theists with this brush is bigotry, not a reasoned
#>#>argument - and it reads to me like a warm-up for censorship and restriction
#>#>of religious freedom.  Ever read Animal Farm?
#>#>
#>#That's a straw man. And as usually in discussions with you one has to
#>#repeat it: Read what I have written above: not every theism leads to
#>#fanatism, and not all fanatism is caused by theism. The point is,
#>#there is a correlation, and it comes from innate features of theism.
#>
#>No, some of it comes from features which *some* theism has in common
#>with *some* fanaticism.    Your last statement simply isn't implied by
#>what you say before, because you're trying to sneak in ""innate features
#>of [all] theism"".  The word you're groping for is ""some"".
#>
# 
#Bogus again. Not all theism as is is fanatic. However, the rest already
#gives backup for the statement about the correlation about fanatism and
#theism. And further, the specialty of other theistic beliefs allows them
#to switch to fanatism easily. It takes just a nifty improvement in the
#theology.

Truth by blatant assertion.  
# 
# 
#>#Gullibility, by the way, is one of them.
#>
#>No shit, Sherlock.  So why not talk about gullibility instead of theism,
#>since it seems a whole lot more relevant to the case you have, as opposed
#>to the case you are trying to make?
#>
# 
#Because there is more about theism that the attraction to gullible people
#causing the correlation. And the whole discussion started that way by the
#statement that theism is meaningfully correlated to fanatism, which you
#challenged.

Indeed I did.  As I recall, I asked for evidence.  What is the correlation
of which you speak?  
# 
# 
#>#And to say that I am going to forbid religion is another of your straw
#>#men. Interesting that you have nothing better to offer.
#>
#>I said it reads like a warm up to that.  That's because it's an irrational
#>and bogus tirade, and has no other use than creating a nice Them/Us
#>split in the minds of excitable people such as are to be found on either
#>side of church walls.
#>
# 
#Blah blah blah. I am quite well aware that giving everyone their rights
#protects me better from fanatics than the other way round.

Of course, other people are always fanatics, never oneself.  Your
wish to slur all theists seems pretty fanatical to me.
# 
#It is quite nice to see that you are actually implying a connection between
#that argument and the rise of fanatism. So far, it is just another of your
#assertions.

So?  You can do it.
# 
# 
#>#>|>(2)  Define ""irrational belief"".  e.g., is it rational to believe that
#>#>|>     reason is always useful?
#>#>|>
#>#>|
#>#>|Irrational belief is belief that is not based upon reason. The latter has
#>#>|been discussed for a long time with Charley Wingate. One point is that
#>#>|the beliefs violate reason often, and another that a process that does
#>#>|not lend itself to rational analysis does not contain reliable information.
#>#>
#>#>Well, there is a glaring paradox here:  an argument that reason is useful
#>#>based on reason would be circular, and argument not based on reason would
#>#>be irrational.  Which is it?
#>#>
#>#That's bogus. Self reference is not circular. And since the evaluation of
#>#usefulness is possible within rational systems, it is allowed.
#>
#>O.K., it's oval.  It's still begging the question, however.  And though
#>that certainly is allowed, it's not rational.  And you claiming to be
#>rational and all.
#>
# 
#Another of your assertions. No proof, no evidence, just claims.

Hey - I learned it from you. Did I do good?
# 
# 
#>At the risk of repeating myself, and hearing ""we had that before"" [we
#>didn't hear a _refutation_ before, so we're back.   Deal with it] :
#>you can't use reason to demonstrate that reason is useful.  Someone
#>who thinks reason is crap won't buy it, you see.
#>
# 
#That is unusually weak even for you. The latter implies that my proof
#depends on their opinion. Somehow who does not accept that there are
#triangles won't accept Pythagoras. Wow, that's an incredible insight.
#I don't have to prove them wrong in their opinion. It is possible to
#show that their systems leave out useful information respectively claims
#unreliable or even absurd statements to be information.

Totally circular, and totally useless.
# 
#Their wish to believe makes them believe. Things are judges by their appeal,
#and not by their information. It makes you feel good when you believe that
#may be good for them, but it contains zillions of possible pitfalls. From
#belief despite contrary evidence to the bogus proofs they attempt.

Truth by blatant assertion.  I've seen as many bogus proofs of the 
non-existence of gods as I have of their existence.

# 
#Rational systems, by the way, does not mean that every data has to come from
#logical analysis, the point is that the evaluation of the data does not
#contradict logic. It easily follows that such a system does not allows to
#evaluate if its rational in itself. Yes, it is possible to evaluate that
#it is rational in a system that is not rational by the fallacies of that
#system, but since the validity of the axioms is agreed upon, that has as
#little impact as the possibility of a demon ala Descartes.

This just doesn't parse, sorry.
# 
#So far it just a matter of consistency. I use ratiional arguments to show
#that my system is consistent or that theirs isn't. The evaluation of the

Nor this.
#predictions does not need rationality. It does not contradict, however.
# 
# 
#>#Your argument is as silly as proving mathematical statements needs mathematics
#>#and mathematics are therfore circular.
#>
#>Anybody else think Godel was silly?
#>
# 
#Stream of consciousness typing? What is that supposed to mean?
# 
# 
#>#>The first part of the second statement contains no information, because
#>#>you don't say what ""the beliefs"" are.  If ""the beliefs"" are strong theism
#>#>and/or strong atheism, then your statement is not in general true.  The
#>#>second part of your sentence is patently false - counterexample: an
#>#>axiomatic datum does not lend itself to rational analysis, but is
#>#>assumed to contain reliable information regardless of what process is
#>#>used to obtain it.
#>#>
#>#
#>#I've been speaking of religious systems with contradictory definitions
#>#of god here.
#>#
#>#An axiomatic datum lends itself to rational analysis, what you say here
#>#is a an often refuted fallacy. Have a look at the discussion of the
#>#axiom of choice. And further, one can evaluate axioms in larger systems
#>#out of which they are usually derived. ""I exist"" is derived, if you want
#>#it that way.
#>#
#>#Further, one can test the consistency and so on of a set of axioms.
#>#
#>#what is it you are trying to say?
#>
#>That at some point, people always wind up saying ""this datum is reliable""
#>for no particular reason at all.  Example: ""I am not dreaming"".
#>
# 
#Nope. There is evidence for it. The trick is that the choice of an axiomatic
#basis of a system is difficult, because the possibilities are interwoven.
#One therefore chooses that with the least assumptions or with assumptions
#that are necessary to get information out of the system anyway.

I'd like to see this alleged evidence.
# 
#One does not need to define axioms in order to define an evaluation method
#for usefulness, the foundation is laid by how one feels at all (that's not
#how one feels about it).

I see.  You have no irrational beliefs.  But then, fanatics never do, do
they?

# 
#>#>|Compared the evidence theists have for their claims to the strength of
#>#>|their demands makes the whole thing not only irrational but antirational.
#>#>
#>#>I can't agree with this until you are specific - *which* theism?  To
#>#>say that all theism is necessarily antirational requires a proof which
#>#>I suspect you do not have.
#>#>
#>#
#>#Using the traditonal definition of gods. Personal, supernatural entities
#>#with objective effects on this world. Usually connected to morals and/or
#>#the way the world works.
#>
#>IMO, any belief about such gods is necessarily irrational.  That does
#>not mean that people who hold them are in principle opposed to the exercise of
#>intelligence.  Some atheists are also scientists, for example.
#>
# 
#They don't use theism when doing science. Or it wouldn't be science. Please
#note that subjective data lend themselves to a scientific treatment as well.
#They just prohibit formulating them as objective statements.

Ergo, nothing is objective.  Fair enough.
# 
# 
#>#>|The affinity to fanatism is easily seen. It has to be true because I believe
#>#>|it is nothing more than a work hypothesis. However, the beliefs say they are
#>#>|more than a work hypothesis.
#>#>
#>#>I don't understand this.  Can you formalise your argument?
#>#
#>#Person A believes system B becuase it sounds so nice. That does not make
#>#B true, it is at best a work hypothesis. However, the content of B is that
#>#it is true AND that it is more than a work hypothesis. Testing or evaluating
#>#evidence for or against it  therefore dismissed because B (already believed)
#>#says it is wronG/ a waste  of time/ not possible. Depending on the further
#>#contents of B Amalekites/Idolaters/Protestants are to be killed, this can
#>#have interesting effects.
#>
#>Peculiar definition of interesting, but sure.  Now show that a belief
#>in gods entails the further contents of which you speak.   Why aren't my
#>catholic neighbours out killing the protestants, for example?   Maybe they
#>don't believe in it.  Maybe it's the conjunction of ""B asserts B"" and
#>""jail/kill dissenters"" that is important, and the belief in gods is
#>entirely irrelevant.  It certainly seems so to me, but then I have no
#>axe to grind here.
#>
# 
#The example with your neighbours is a fallacy. That *your* neighbours don't
#says little about others. And there were times when exactly that happened.

Nope, it's not a fallacy.   It just doesn't go to the correlation you
wish to see.
# 
#And tell me, when it is not irrelevant, why are such statements about
#Amalekites and Idolaters in the Holy Books? Please note that one could
#edit them out when they are not relevant anymore. Because gods don't err?
#What does that say about that message?

Excuse me - THE Holy Books?
# 
#And how come we had theists saying genocides ordered by god are ok. A god
#is the easiest way to excuse anything, and therefore highly attracting to
#fanatics. Not to mention the effect interpretation by these fanatics can
#have on the rest of the believers. Happens again and again and again.

A god is neither the easiest way to excuse anything, nor the only way.",article benedikt rosenau writes article frank wouldwyer writes theism strongly correlated irrational belief absolutes irrational belief absolutes strongly correlated fanatism deletion theism correlated fanaticism neither said fanatism caused theism theism leads fanatism point theism increases chance becoming fanatic one course argue would fanatics tend towards theism example loook times history theism dominant ideology invalidate conclusion basic mechanism behind imo influence stalin matter ayn rand invalidates assumption theism factor considered bogus said theism factor fanatism point theism factor claim back consider argument useful following belief strongly correlated fanaticism therefore belief factor fanaticism true utterly useless note belief belief gods tiring say least backed read first statement read conspicuous absence evidence point latter fallacy wrong analogy saying someone believes something hardly information person saying someone theist holds much information correlation theists fanatism higher belief fanatism special features theistic belief truth blatant assertion evidence gullibility blind obedience authority lack scepticism reliable indicators really dangerous people sources fanaticism often none things cynical manipulators gullible know precisely claim support please note especially field theism leaders believe say believe incredibly naive frank wouldwyer living dream world wonder base discussion left statement matter fact think ignorant human nature even one starts something one believe one gets easily fooled actually believing one says give benefit doubt prove statement onus proof sunshine makes think theist leaders believe say especially say one thing another say one thing closely followed opposite practice restricted theism anyone see almost epidemic country instance harder camel pass thru eye needle catholic church wealthy land owner churches square inch country brands theism precisely theists tend fanaticism grant tar theists brush bigotry reasoned argument reads like warm censorship restriction religious freedom ever read animal farm straw man usually discussions one repeat read written every theism leads fanatism fanatism caused theism point correlation comes innate features theism comes features theism common fanaticism last statement simply implied say trying sneak innate features theism word groping bogus theism fanatic however rest already gives backup statement correlation fanatism theism specialty theistic beliefs allows switch fanatism easily takes nifty improvement theology truth blatant assertion gullibility way one shit sherlock talk gullibility instead theism since seems whole lot relevant case opposed case trying make theism attraction gullible people causing correlation whole discussion started way statement theism meaningfully correlated fanatism challenged indeed recall asked evidence correlation speak say going forbid religion another straw men interesting nothing better offer said reads like warm irrational bogus tirade use creating nice us split minds excitable people found either side church walls blah blah blah quite well aware giving everyone rights protects better fanatics way round course people always fanatics never oneself wish slur theists seems pretty fanatical quite nice see actually implying connection argument rise fanatism far another assertions can define irrational belief rational believe reason always useful irrational belief belief based upon reason latter discussed long time charley wingate one point beliefs violate reason often another process lend rational analysis contain reliable information well glaring paradox argument reason useful based reason would circular argument based reason would irrational bogus self reference circular since evaluation usefulness possible within rational systems allowed oval still begging question however though certainly allowed rational claiming rational another assertions proof evidence claims hey learned good risk repeating hearing hear refutation back deal cannot use reason demonstrate reason useful someone thinks reason crap buy see unusually weak even latter implies proof depends opinion somehow accept triangles accept pythagoras wow incredible insight prove wrong opinion possible show systems leave useful information respectively claims unreliable even absurd statements information totally circular totally useless wish believe makes believe things judges appeal information makes feel good believe may good contains zillions possible pitfalls belief despite contrary evidence bogus proofs attempt truth blatant assertion seen many bogus proofs non existence gods existence rational systems way mean every data come logical analysis point evaluation data contradict logic easily follows system allows evaluate rational yes possible evaluate rational system rational fallacies system since validity axioms agreed upon little impact possibility demon ala descartes parse sorry far matter consistency use ratiional arguments show system consistent evaluation predictions need rationality contradict however argument silly proving mathematical statements needs mathematics mathematics therfore circular anybody else think godel silly stream consciousness typing supposed mean first part second statement contains information say beliefs beliefs strong theism strong atheism statement general true second part sentence patently false counterexample axiomatic datum lend rational analysis assumed contain reliable information regardless process used obtain speaking religious systems contradictory definitions god axiomatic datum lends rational analysis say often refuted fallacy look discussion axiom choice one can evaluate axioms larger systems usually derived exist derived want way one can test consistency set axioms trying say point people always wind saying datum reliable particular reason example dreaming nope evidence trick choice axiomatic basis system difficult possibilities interwoven one therefore chooses least assumptions assumptions necessary get information system anyway would like see alleged evidence one need define axioms order define evaluation method usefulness foundation laid one feels one feels see irrational beliefs fanatics never compared evidence theists claims strength demands makes whole thing irrational antirational cannot agree specific theism say theism necessarily antirational requires proof suspect using traditonal definition gods personal supernatural entities objective effects world usually connected morals way world works imo belief gods necessarily irrational mean people hold principle opposed exercise intelligence atheists also scientists example use theism science would science please note subjective data lend scientific treatment well prohibit formulating objective statements ergo nothing objective fair enough affinity fanatism easily seen true believe nothing work hypothesis however beliefs say work hypothesis understand can formalise argument person believes system becuase sounds nice make true best work hypothesis however content true work hypothesis testing evaluating evidence therefore dismissed already believed says wrong waste time possible depending contents amalekites idolaters protestants killed can interesting effects peculiar definition interesting sure show belief gods entails contents speak catholic neighbours killing protestants example maybe believe maybe conjunction asserts jail kill dissenters important belief gods entirely irrelevant certainly seems axe grind example neighbours fallacy neighbours says little others times exactly happened nope fallacy go correlation wish see tell irrelevant statements amalekites idolaters holy books please note one edit relevant anymore gods err say message excuse holy books come theists saying genocides ordered god ok god easiest way excuse anything therefore highly attracting fanatics mention effect interpretation fanatics can rest believers happens god neither easiest way excuse anything way,sci.med
DOC_0304,"What exactly are knots, those sore, tight spots in your muscles?
In certain kinds of massage, people try and break up these knots; it this
really helpful?",exactly knots sore tight spots muscles certain kinds massage people try break knots really helpful,alt.atheism
DOC_0305,"In article <115288@bu.edu>, jaeger@buphy.bu.edu (Gregg Jaeger) wrote:
> He'd have to be precise about is rejection of God and his leaving Islam.
> One is perfectly free to be muslim and to doubt and question the
> existence of God, so long as one does not _reject_ God. I am sure that
> Rushdie has be now made his atheism clear in front of a sufficient 
> number of proper witnesses. The question in regard to the legal issue
> is his status at the time the crime was committed. 

Gregg, so would you consider that Rushdie would now be left alone,
and he could have a normal life? In other words, does Islam support
the notion of forgiving?

Cheers,
Kent",article gregg jaeger wrote would precise rejection god leaving islam one perfectly free muslim doubt question existence god long one reject god sure rushdie made atheism clear front sufficient number proper witnesses question regard legal issue status time crime committed gregg would consider rushdie would left alone normal life words islam support notion forgiving cheers kent,sci.med
